root;adce;basicaa;called_value_propagation;ee_instrument;gvn;inline;instcombine;ipsccp;jump_threading;licm;mergereturn;pgo_memop_opt;sccp;simplifycfg;sink;tailcallelim;y
1;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;1;2522.2
1;0;0;0;0;1;0;1;1;0;0;1;1;1;0;1;1;2555.4
1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;2413.4
1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;2472.0
1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;2452.4
1;0;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;2471.6
1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;2559.4
1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;2568.4
1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;2505.2
1;0;0;0;0;1;0;1;1;0;1;1;1;1;0;0;1;2555.2
1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;2481.6
1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;2474.4
1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;1;2603.0
1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;1;2538.6
1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;0;2512.6
1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;1;2625.0
1;0;0;0;0;1;0;1;1;0;1;1;1;1;0;1;0;2469.0
1;0;0;0;0;1;0;1;1;0;1;1;1;1;0;1;1;2629.2
1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;2268.8
1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;2214.6
1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;2376.8
1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;2389.8
1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;2397.8
1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;2409.6
1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;2432.4
1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;2425.2
1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;2389.8
1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;2397.2
1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;2472.0
1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;2412.4
1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;2424.2
1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;1;0;2471.2
1;0;0;0;0;1;1;1;1;0;1;1;0;1;0;0;0;2395.8
1;0;0;0;0;1;1;1;1;0;1;1;0;1;0;1;0;2469.2
1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;2508.0
1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;2453.8
1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;2641.6
1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;0;2563.6
1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;2636.6
1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;2610.8
1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;2626.6
1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;2594.6
1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;2610.2
1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;1;0;2627.0
1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;2664.6
1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;2654.6
1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;2660.6
1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;2660.2
1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;2630.2
1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;2651.4
1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;2369.8
1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2359.6
1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;2471.4
1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;1;2451.8
1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2471.6
1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;1;2533.4
1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;1;2487.6
1;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1;1;2527.6
1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2581.2
1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;1;2564.2
1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;1;2688.2
1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;2692.2
1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;2651.0
1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;1;2709.0
1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;1;2701.6
1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;1;2709.0
1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;2493.8
1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;1;2495.6
1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1;2486.6
1;0;0;0;0;1;1;1;1;0;1;1;0;1;0;0;1;2512.0
1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;1;2675.8
1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;2710.4
1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;1;2716.2
1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;2744.8
1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;1;2551.8
1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;1;2534.4
1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;1;2721.4
1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;2751.4
1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;1;1;2597.4
1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;1;2759.2
1;0;0;0;0;1;1;1;1;0;1;1;0;1;0;1;1;2566.8
1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;2766.0
1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;2185.8
1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;2179.8
1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;2285.8
1;0;0;0;0;1;0;1;1;1;0;1;0;1;0;0;0;2300.0
1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;2282.0
1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;1;0;2340.8
1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;0;2318.0
1;0;0;0;0;1;0;1;1;1;0;1;0;1;0;1;0;2335.8
1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;2289.8
1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;2295.4
1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;2359.2
1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;0;2353.4
1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;2310.0
1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;1;0;2378.2
1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;0;2305.6
1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;1;0;2374.6
1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;2246.0
1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;1;2294.4
1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;1;2387.2
1;0;0;0;0;1;0;1;1;1;0;1;0;1;0;0;1;2332.4
1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;2377.0
1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;1;2384.6
1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;2389.2
1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;1;2382.4
1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;2402.4
1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;1;2393.8
1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;2423.6
1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;1;2421.8
1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;1;1;2418.8
1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;1;1;2455.2
1;0;0;0;0;1;0;1;1;1;0;1;0;1;0;1;1;2429.8
1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;1;1;2435.8
1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;2321.0
1;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;2353.0
1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;2425.0
1;0;0;0;0;1;1;1;1;1;0;1;0;1;0;0;0;2447.4
1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;2436.2
1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;2482.4
1;0;0;0;0;0;1;1;1;1;0;1;0;1;0;1;0;2450.6
1;0;0;0;0;1;1;1;1;1;0;1;0;1;0;1;0;2479.0
1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;1;2431.2
1;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;1;2434.8
1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;1;2554.4
1;0;0;0;0;0;1;1;1;1;0;1;0;1;0;1;1;2561.8
1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;1;2542.6
1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1;1;2574.2
1;0;0;0;0;1;1;1;1;1;0;1;0;1;0;0;1;2560.0
1;0;0;0;0;1;1;1;1;1;0;1;0;1;0;1;1;2560.0
1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;2509.8
1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;2465.4
1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;2495.2
1;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;2462.8
1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;2561.6
1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;2547.6
1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;1;2558.0
1;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;2563.4
1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;2516.6
1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;2505.2
1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;1;2598.0
1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;2598.4
1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;1;0;2525.0
1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;2657.6
1;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;2501.0
1;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;1;2617.6
1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;2381.0
1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;2370.4
1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;2468.8
1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;2456.0
1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;2476.6
1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;1;0;2547.8
1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;2477.8
1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;1;0;2547.0
1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;2493.4
1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;2497.8
1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;2526.6
1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;2527.6
1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;0;2513.6
1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;1;0;2556.2
1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;2526.2
1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;0;2536.4
1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;2547.2
1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;2527.0
1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;2642.8
1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;2634.8
1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;2666.0
1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;2649.0
1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;2695.2
1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;2664.4
1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;0;2694.0
1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1;0;2674.6
1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;2714.8
1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;2731.4
1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;1;0;2701.4
1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;2750.0
1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;2677.6
1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;2780.6
1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;2480.0
1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;2477.6
1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;1;2560.0
1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;1;2572.8
1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;1;2605.0
1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;1;1;2559.2
1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;2619.8
1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;1;1;2605.2
1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;1;2638.2
1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;2639.4
1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;1;2768.4
1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;2767.8
1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;2719.4
1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;1;1;2801.8
1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;2703.0
1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;2782.4
1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;2590.4
1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;2579.2
1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;1;2599.8
1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;1;2574.8
1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;1;2780.4
1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;2808.8
1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;2743.2
1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;2794.4
1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;2634.8
1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;2613.4
1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;2823.2
1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;2835.6
1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;1;1;2663.4
1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;2852.6
1;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;2655.4
1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;2841.6
1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2472.6
1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;2521.8
1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;2600.8
1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;2607.2
1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;2642.2
1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;2627.2
1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;2612.4
1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;2649.0
1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;2653.0
1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;2616.6
1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;2677.2
1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;2635.0
1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;2630.8
1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;2720.0
1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;2606.4
1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1;0;2666.2
1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;2587.4
1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;2598.4
1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;2690.6
1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;2689.4
1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;2719.2
1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;2738.4
1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;2679.6
1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;2720.0
1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;2694.2
1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1;2733.2
1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;2747.8
1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;1;2726.4
1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;2728.6
1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;1;2765.8
1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;1;2729.4
1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1;1;2761.8
1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;2664.2
1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;2694.2
1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;2786.4
1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;2812.0
1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;2789.6
1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;2852.4
1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;2802.2
1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;2832.2
1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;2789.4
1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;2767.4
1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;2857.0
1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;1;2941.4
1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;2856.4
1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;2928.4
1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;1;2867.6
1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;2922.8
1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;2823.2
1;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;2793.8
1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;2782.6
1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;2815.8
1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;2910.4
1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;2894.2
1;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;1;2891.4
1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;2908.4
1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;2867.6
1;0;0;1;0;0;0;0;1;0;1;0;1;1;0;1;0;2867.2
1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;1;2934.6
1;0;0;1;0;0;0;0;1;0;1;0;1;1;0;1;1;2948.8
1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;2907.8
1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;2955.8
1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;2887.2
1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;1;1;2975.8
1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2556.2
1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;2562.4
1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;2652.4
1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;2648.6
1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;2709.6
1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;2665.2
1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;2689.0
1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;2701.4
1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;2704.2
1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;2639.2
1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;2672.0
1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;2742.6
1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;2656.2
1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0;2725.2
1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;2721.0
1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;2713.4
1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;2732.0
1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;2773.8
1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;2811.2
1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;2836.6
1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;2858.0
1;0;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;2920.0
1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;0;2864.6
1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;0;0;2926.6
1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;2825.4
1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;0;2871.6
1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;1;0;2896.0
1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;1;0;2922.6
1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;2928.8
1;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;0;2901.6
1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;2898.2
1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;1;0;2965.8
1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;2652.6
1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;2636.6
1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;2706.4
1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;1;2733.2
1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;2787.8
1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;1;2755.6
1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;2776.4
1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;1;2799.4
1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;2820.6
1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;2877.2
1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;2908.8
1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;1;2933.6
1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;2927.0
1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;3032.2
1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;2906.0
1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;2977.2
1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;2787.2
1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;2722.6
1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;2750.4
1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;2752.0
1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;1;2976.6
1;0;0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;2951.6
1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;2978.0
1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;0;1;2990.6
1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;2790.0
1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;1;2826.4
1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;1;1;2976.4
1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;1;1;3004.8
1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;1;1;2801.8
1;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;1;3065.8
1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;1;2805.8
1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;1;1;3023.6
1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;2493.6
1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;2505.2
1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;2618.6
1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;2591.0
1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;2655.8
1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;2613.8
1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;2641.0
1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;1;0;2659.8
1;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;2596.2
1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;2622.6
1;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;2704.0
1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;2633.0
1;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;2628.8
1;0;0;1;0;1;0;0;1;0;1;1;0;0;0;1;0;2686.0
1;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;2647.0
1;0;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;2672.2
1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;2595.4
1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;2604.6
